district_encoded,year,crop_encoded,season_encoded,area,AvgRain,AvgTemp
16,2012,11,0,300,36.13833333,25.83791667
12,2012,2,1,1000,32.535,26.11958333
8,2001,4,1,100,40.47,26.62666667
12,2010,16,0,111000,42.1275,27.01166667
7,2002,9,0,13000,37.0775,27.14
5,2006,4,1,200,83.44,24.49625
15,2010,10,1,100,108.4291667,22.04708333
9,2003,18,2,5000,49.05833333,25.96708333
0,2005,15,1,2000,52.91583333,25.56041667
13,1998,9,0,18000,32.34416667,26.38291667
8,2003,0,0,100,45.74166667,26.11833333
10,2009,2,1,1000,29.43666667,27.17791667
16,2001,2,1,6000,38.78416667,26.64208333
6,2009,9,0,67000,45.20583333,25.605
12,1998,4,1,1600,27.87583333,27.08041667
10,1999,21,1,157000,15.8825,28.07166667
9,2005,15,1,2000,46.84,25.80916667
1,2004,1,0,1000,27.58,27.69083333
2,2003,4,1,200,37.48166667,26.46666667
6,2007,0,0,100,62.96083333,25.07583333
9,2008,11,0,1200,76.2825,25.22208333
7,2008,16,0,155000,90.14333333,24.945
11,2009,15,1,1000,33.07583333,26.79041667
4,2008,17,0,1700,56.525,25.96291667
4,2008,21,1,395000,56.525,25.96291667
16,2000,12,0,200,31.74666667,26.96208333
16,2003,0,0,2000,47.79916667,26.00041667
6,2006,14,1,300,79.065,25.21916667
6,2008,4,1,200,101.3833333,24.3025
12,2007,21,1,202000,34.32166667,27.13208333
6,2006,5,0,3500,79.065,25.21916667
13,1999,18,2,12000,32.2,27.14458333
3,1999,16,0,82000,33.88083333,27.225
14,2002,18,2,5000,34.91833333,27.35083333
0,2007,21,1,184000,55.90916667,25.94083333
7,1999,9,0,15000,32.2,27.14458333
3,2006,15,1,1000,51.31083333,26.45958333
6,2004,17,0,700,50.45833333,25.90375
16,2008,2,1,2000,64.98416667,25.48416667
3,2006,16,0,84000,51.31083333,26.45958333
6,2004,16,0,58000,50.45833333,25.90375
6,2004,10,1,700,50.45833333,25.90375
16,2010,2,1,2000,52.72333333,26.49541667
0,2006,21,1,185000,70.41083333,25.94375
12,2003,11,0,1900,37.2525,26.53791667
0,2006,9,0,2000,70.41083333,25.94375
13,2005,16,0,49000,53.49083333,25.50916667
8,1999,11,0,100,27.48583333,27.48916667
5,2000,18,2,18000,43.4175,25.2575
10,2002,17,0,1200,19.445,28.05
7,2001,4,1,100,45.6625,26.32708333
12,1998,3,0,109000,27.87583333,27.08041667
1,2003,5,0,300,37.2525,26.53791667
12,1999,16,0,91000,16.4825,28.14166667
9,2012,2,1,2000,38.71666667,25.77541667
6,1999,16,0,61000,35.5325,26.37541667
13,2004,4,1,100,45.565,26.64166667
2,2002,15,1,1000,22.02416667,27.93333333
13,2012,15,1,2000,44.08916667,25.59625
2,2004,3,0,21000,31.17583333,27.50583333
16,2005,21,1,396000,42.3725,25.96541667
10,2010,2,1,1000,45.66666667,26.88875
4,2004,5,0,100,31.17583333,27.50583333
12,1999,11,0,3000,16.4825,28.14166667
2,2009,16,0,98000,29.8275,27.00041667
4,2000,18,2,8000,22.84083333,27.435
5,2003,4,1,400,74.43583333,24.22375
14,2004,15,1,2000,46.67416667,26.60041667
5,2012,16,0,201000,53.06583333,24.24916667
12,2005,6,2,3100,34.2425,26.375
1,2007,16,0,86000,34.32166667,27.13208333
16,2000,5,0,1000,31.74666667,26.96208333
6,2010,14,1,200,74.025,25.52458333
5,1999,18,2,16000,30.54916667,25.92708333
4,2002,21,1,369000,22.02416667,27.93333333
16,2008,14,1,100,64.98416667,25.48416667
16,1999,3,0,20000,21.91083333,27.63708333
5,1998,18,2,15000,24.57916667,25.52208333
15,1999,0,0,600,46.96833333,22.78166667
0,2006,17,0,2100,70.41083333,25.94375
14,1998,18,2,3000,48.2775,25.91208333
3,2004,21,1,85000,52.715,26.535
4,1999,15,1,12000,19.7675,27.97625
16,2002,2,1,6000,26.39916667,27.62625
11,2008,2,1,1000,65.0225,25.5625
8,2003,19,1,2000,45.74166667,26.11833333
7,2008,17,0,600,90.14333333,24.945
7,2004,9,0,13000,45.565,26.64166667
10,2000,21,1,163000,20.04,27.54625
1,2006,15,1,6000,32.12666667,27.20625
0,2009,9,0,1000,36.28416667,26.58416667
5,2009,21,1,230000,43.18583333,25.03
14,2005,4,1,100,48.6925,25.84166667
0,1998,9,0,6000,21.14916667,27.10916667
9,1999,0,0,2300,26.82583333,27.4475
1,2008,11,0,600,49.255,26.26333333
16,2006,4,1,500,35.8025,26.84625
9,1998,2,1,3000,34.615,26.41208333
4,2002,3,0,121000,22.02416667,27.93333333
10,2003,16,0,78000,42.08166667,26.37916667
12,2001,0,0,700,30.40833333,27.29583333
16,2009,14,1,100,35.63916667,26.74916667
0,2003,15,1,2000,54.88166667,25.93083333
3,2005,21,1,84000,53.77583333,25.74166667
2,2012,16,0,102000,33.44083333,26.00541667
9,2003,16,0,241000,49.05833333,25.96708333
14,2004,0,0,200,46.67416667,26.60041667
14,1998,16,0,246000,48.2775,25.91208333
13,2001,9,0,18000,45.6625,26.32708333
14,2001,10,1,1000,45.4125,26.4175
11,2000,1,0,2000,28.25416667,27.125
0,1999,3,0,2000,26.2825,27.5775
0,2001,4,1,500,45.05583333,26.55125
10,2010,4,1,100,45.66666667,26.88875
10,2003,6,2,6300,42.08166667,26.37916667
4,2000,11,0,5600,22.84083333,27.435
14,2008,16,0,238000,81.345,25.10541667
15,2000,16,0,49000,69.12916667,21.98083333
6,2006,21,1,142000,79.065,25.21916667
10,2007,17,0,200,37.01083333,27.05791667
1,2006,16,0,87000,32.12666667,27.20625
9,2002,16,0,236000,31.09166667,27.45916667
14,2000,13,1,1800,45.66416667,26.55958333
4,2000,13,1,100,22.84083333,27.435
4,2007,2,1,4000,36.405,26.8725
2,1998,11,2,3900,23.385,27.16416667
4,2008,2,1,5000,56.525,25.96291667
12,2002,2,1,3000,18.275,28.13958333
1,2001,2,1,3000,30.40833333,27.29583333
9,2003,0,0,2200,49.05833333,25.96708333
15,2007,15,1,2000,74.92583333,21.78458333
16,1998,21,1,393000,38.12583333,26.315
0,2012,16,0,183000,43.16083333,25.68208333
15,2006,15,1,1000,74.93,22.07166667
10,1998,18,2,1000,37.6275,26.63166667
5,2004,9,0,15000,50.8525,25.30625
11,2000,2,1,1000,28.25416667,27.125
2,2008,3,0,21000,56.525,25.96291667
16,1999,4,1,600,21.91083333,27.63708333
7,2009,21,1,170000,42.17916667,26.33958333
10,2005,5,0,100,37.25833333,26.29958333
8,1998,9,0,4000,25.0475,26.83791667
15,2008,17,0,200,125.5383333,20.89958333
10,2005,1,0,1000,37.25833333,26.29958333
8,2002,21,1,112000,31.44583333,27.45333333
5,2008,15,1,3000,93.58416667,23.8325
2,2012,21,1,117000,33.44083333,26.00541667
12,2007,11,0,800,34.32166667,27.13208333
15,1998,0,0,1000,70.88333333,21.79666667
9,2006,11,0,2300,47.61583333,26.48833333
8,2003,11,0,100,45.74166667,26.11833333
15,1998,16,0,46000,70.88333333,21.79666667
9,2012,14,1,300,38.71666667,25.77541667
6,2000,13,1,1800,45.085,25.79708333
9,2008,16,0,254000,76.2825,25.22208333
16,2010,0,0,400,52.72333333,26.49541667
2,1998,16,0,82000,23.385,27.16416667
12,2002,16,0,83000,18.275,28.13958333
11,2012,15,1,1000,35.53166667,25.87291667
4,1999,5,0,1000,19.7675,27.97625
11,2007,21,1,175000,38.51916667,26.66958333
14,2012,16,0,233000,40.70416667,25.77708333
10,2004,5,0,100,28.6625,27.53291667
13,2010,16,0,58000,62.85666667,26.25416667
15,1999,10,1,700,46.96833333,22.78166667
1,2007,11,0,800,34.32166667,27.13208333
5,2008,17,0,800,93.58416667,23.8325
9,2002,9,0,4000,31.09166667,27.45916667
11,2012,3,0,2000,35.53166667,25.87291667
2,2008,4,1,100,56.525,25.96291667
9,2003,15,1,2000,49.05833333,25.96708333
0,2003,18,2,10000,54.88166667,25.93083333
16,2008,3,0,14000,64.98416667,25.48416667
6,2007,5,0,2700,62.96083333,25.07583333
5,2005,0,0,100,55.97833333,24.12208333
4,2010,17,0,800,41.98083333,26.90458333
1,1999,3,0,151000,16.4825,28.14166667
7,2004,16,0,145000,45.565,26.64166667
5,2006,10,1,300,83.44,24.49625
15,2002,1,0,1000,58.14833333,22.6375
1,2006,2,1,2000,32.12666667,27.20625
6,2002,16,0,56000,42.815,26.33125
13,1999,8,1,100,32.2,27.14458333
5,2004,16,0,202000,50.8525,25.30625
12,2003,2,1,3000,37.2525,26.53791667
2,2006,3,0,29000,43.10666667,26.76416667
12,2002,9,0,1000,18.275,28.13958333
6,1998,14,1,500,30.60083333,25.81583333
9,2001,16,0,235000,40.48583333,26.56375
5,2002,18,2,25000,42.1575,25.71625
0,2002,9,0,4000,33.74583333,27.36916667
16,2005,3,0,23000,42.3725,25.96541667
14,2008,21,1,242000,81.345,25.10541667
14,1999,2,1,2000,27.9,27.38375
13,1999,21,1,67000,32.2,27.14458333
14,2010,16,0,234000,65.97416667,26.23458333
6,2003,5,0,3000,63.92416667,25.03416667
11,2010,21,1,177000,47.2375,26.66083333
5,2009,4,1,100,43.18583333,25.03
4,2004,11,0,2600,31.17583333,27.50583333
1,2006,21,1,245000,32.12666667,27.20625
11,2002,16,0,149000,25.7975,27.69791667
6,2012,20,0,200,50.80416667,24.88833333
4,2006,0,0,200,43.10666667,26.76416667
4,2004,3,0,133000,31.17583333,27.50583333
3,2001,21,1,85000,49.18416667,26.37166667
12,2000,16,0,89000,20.26666667,27.59791667
1,2003,0,0,100,37.2525,26.53791667
6,2007,17,0,700,62.96083333,25.07583333
15,2000,9,0,28000,69.12916667,21.98083333
14,1999,15,1,2000,27.9,27.38375
2,1999,3,0,15000,19.7675,27.97625
10,2010,16,0,78000,45.66666667,26.88875
1,2009,2,1,2000,28.33083333,27.18125
6,2003,9,0,66000,63.92416667,25.03416667
3,2001,4,1,100,49.18416667,26.37166667
9,2009,15,1,2000,38.80333333,26.57625
5,2007,9,0,13000,71.8,24.26666667
0,2003,3,0,1000,54.88166667,25.93083333
9,2001,0,0,2300,40.48583333,26.56375
3,1998,21,1,85000,47.61583333,26.00708333
8,2007,21,1,111000,45.78,26.28833333
16,2009,2,1,2000,35.63916667,26.74916667
15,1999,4,1,500,46.96833333,22.78166667
10,2010,11,0,400,45.66666667,26.88875
6,2003,17,0,700,63.92416667,25.03416667
13,2005,0,0,100,53.49083333,25.50916667
16,2000,0,0,1900,31.74666667,26.96208333
8,2003,21,1,112000,45.74166667,26.11833333
15,2009,16,0,38000,67.74,22.09
15,2009,0,0,100,67.74,22.09
16,2009,5,0,100,35.63916667,26.74916667
7,2012,15,1,1000,44.08916667,25.59625
3,2009,0,0,100,49.95833333,26.36416667
4,2005,15,1,13000,40.05083333,26.1
11,2010,16,0,172000,47.2375,26.66083333
16,2001,9,0,2000,38.78416667,26.64208333
16,2000,16,0,357000,31.74666667,26.96208333
9,2000,4,1,100,37.05166667,26.77541667
13,1999,10,1,300,32.2,27.14458333
10,2007,15,1,2000,37.01083333,27.05791667
0,2009,21,1,185000,36.28416667,26.58416667
13,2007,21,1,72000,50.2,26.05
14,1998,3,0,1000,48.2775,25.91208333
11,2008,11,0,700,65.0225,25.5625
2,2006,21,1,117000,43.10666667,26.76416667
1,2003,17,0,200,37.2525,26.53791667
2,2008,1,0,1000,56.525,25.96291667
10,2010,3,0,88000,45.66666667,26.88875
12,2010,6,2,1900,42.1275,27.01166667
2,2010,16,0,101000,41.98083333,26.90458333
0,2004,0,0,1400,42.83916667,26.97333333
12,2000,4,1,500,20.26666667,27.59791667
1,2007,1,0,1000,34.32166667,27.13208333
3,2009,21,1,85000,49.95833333,26.36416667
2,2006,15,1,1000,43.10666667,26.76416667
0,2001,17,0,9000,45.05583333,26.55125
7,2003,18,2,15000,53.6325,25.81208333
7,2007,11,0,100,50.2,26.05
0,1998,21,1,354000,21.14916667,27.10916667
13,1998,18,2,11000,32.34416667,26.38291667
9,2012,6,2,100,38.71666667,25.77541667
11,2005,3,0,7000,43.11083333,25.93125
11,2001,16,0,151000,35.83916667,26.82083333
9,2001,3,0,2000,40.48583333,26.56375
11,1999,11,0,2100,22.84666667,27.70583333
1,1999,15,1,7000,16.4825,28.14166667
1,2009,6,2,4700,28.33083333,27.18125
16,2003,6,2,500,47.79916667,26.00041667
2,1998,5,0,1000,23.385,27.16416667
0,2006,16,0,178000,70.41083333,25.94375
4,2001,2,1,3000,32.3675,27.11625
4,2007,11,0,2300,36.405,26.8725
2,2004,6,2,600,31.17583333,27.50583333
8,2001,11,0,100,40.47,26.62666667
16,2009,0,0,500,35.63916667,26.74916667
1,2003,4,1,900,37.2525,26.53791667
1,2004,15,1,9000,27.58,27.69083333
1,2006,4,1,300,32.12666667,27.20625
15,1999,14,1,700,46.96833333,22.78166667
2,2004,16,0,88000,31.17583333,27.50583333
7,2000,13,1,100,41.01583333,26.54375
12,2002,3,0,86000,18.275,28.13958333
5,1999,8,1,100,30.54916667,25.92708333
12,2003,17,0,700,37.2525,26.53791667
16,2010,15,1,1000,52.72333333,26.49541667
13,2009,9,0,16000,42.17916667,26.33958333
2,2003,3,0,20000,37.48166667,26.46666667
10,1998,2,1,3000,37.6275,26.63166667
10,2009,1,0,1000,29.43666667,27.17791667
10,2008,6,2,5200,50.12666667,26.17208333
2,2005,11,0,700,40.05083333,26.1
4,2012,3,0,113000,33.44083333,26.00541667
9,1998,16,0,241000,34.615,26.41208333
7,2012,9,0,8000,44.08916667,25.59625
1,1999,16,0,99000,16.4825,28.14166667
7,2006,21,1,165000,63.88833333,26.04791667
16,2002,18,2,4000,26.39916667,27.62625
4,2012,15,1,1000,33.44083333,26.00541667
8,1999,16,0,100000,27.48583333,27.48916667
11,2002,18,2,2000,25.7975,27.69791667
0,2000,9,0,5000,33.02083333,26.97333333
15,2007,16,0,33000,74.92583333,21.78458333
11,2003,11,0,1400,41.63833333,26.22
0,2008,21,1,187000,78.35166667,25.32708333
4,2002,16,0,234000,22.02416667,27.93333333
5,2005,10,1,400,55.97833333,24.12208333
0,2007,0,0,200,55.90916667,25.94083333
6,2003,15,1,3000,63.92416667,25.03416667
1,2002,6,2,11100,18.275,28.13958333
0,1998,0,0,1100,21.14916667,27.10916667
9,2012,11,0,600,38.71666667,25.77541667
6,2004,9,0,67000,50.45833333,25.90375
3,2009,18,2,200,49.95833333,26.36416667
5,2001,10,1,900,53.46,24.95208333
12,2009,6,2,1300,28.33083333,27.18125
13,2009,16,0,56000,42.17916667,26.33958333
6,2002,17,0,800,42.815,26.33125
2,2000,0,0,100,22.84083333,27.435
1,2012,4,1,200,32.535,26.11958333
1,2005,21,1,243000,34.2425,26.375
9,2007,2,1,2000,41.69833333,26.48791667
6,2010,9,0,63000,74.025,25.52458333
10,2012,16,0,78000,33.7625,26.06375
14,1999,0,0,400,27.9,27.38375
5,2006,15,1,4000,83.44,24.49625
9,2000,11,0,3600,37.05166667,26.77541667
2,2003,6,2,1100,37.48166667,26.46666667
2,2005,17,0,100,40.05083333,26.1
16,2005,5,0,100,42.3725,25.96541667
16,2009,21,1,287000,35.63916667,26.74916667
6,2009,16,0,70000,45.20583333,25.605
9,2000,21,1,258000,37.05166667,26.77541667
10,2002,2,1,2000,19.445,28.05
16,2007,11,0,900,38.79416667,26.70541667
1,2005,5,0,200,34.2425,26.375
3,2002,10,1,100,40.61083333,27.21166667
1,2006,6,2,7200,32.12666667,27.20625
0,2007,10,1,100,55.90916667,25.94083333
11,1999,16,0,117000,22.84666667,27.70583333
15,2003,15,1,2000,84.2275,21.50958333
8,2000,4,1,100,31.97916667,26.95833333
0,2004,3,0,1000,42.83916667,26.97333333
14,2012,9,0,1000,40.70416667,25.77708333
15,2006,9,0,24000,74.93,22.07166667
10,2006,2,1,2000,27.7025,27.3375
6,2001,15,1,300,52.39333333,25.55375
6,2004,5,0,3200,50.45833333,25.90375
10,2002,15,1,7000,19.445,28.05
9,1999,18,2,6000,26.82583333,27.4475
5,2008,21,1,231000,93.58416667,23.8325
2,2005,0,0,100,40.05083333,26.1
16,2006,2,1,4000,35.8025,26.84625
14,2009,16,0,240000,44.6925,26.52083333
16,2008,1,0,1000,64.98416667,25.48416667
0,2002,10,1,500,33.74583333,27.36916667
13,2004,15,1,2000,45.565,26.64166667
7,2004,21,1,171000,45.565,26.64166667
9,2010,15,1,1000,55.99666667,26.42875
14,1999,3,0,1000,27.9,27.38375
16,2003,3,0,16000,47.79916667,26.00041667
3,2012,16,0,86000,45.86166667,25.75541667
0,1999,17,0,6400,26.2825,27.5775
4,2006,14,1,100,43.10666667,26.76416667
9,2004,21,1,258000,40.8975,26.84208333
15,1999,17,0,400,46.96833333,22.78166667
8,2001,10,1,100,40.47,26.62666667
4,2008,11,0,1800,56.525,25.96291667
1,2009,11,0,500,28.33083333,27.18125
0,2003,9,0,4000,54.88166667,25.93083333
11,2003,9,0,1000,41.63833333,26.22
0,2010,16,0,186000,58.83083333,26.36833333
1,2008,21,1,249000,49.255,26.26333333
8,2010,14,1,100,52.47,26.5225
7,2012,21,1,169000,44.08916667,25.59625
4,2008,16,0,260000,56.525,25.96291667
5,1998,21,1,214000,24.57916667,25.52208333
15,2005,9,0,27000,74.0425,21.33458333
13,2005,15,1,1000,53.49083333,25.50916667
10,2000,4,1,700,20.04,27.54625
4,2007,3,0,139000,36.405,26.8725
12,2002,5,0,300,18.275,28.13958333
15,1999,15,1,2000,46.96833333,22.78166667
15,2008,15,1,2000,125.5383333,20.89958333
2,2008,21,1,118000,56.525,25.96291667
4,2004,16,0,238000,31.17583333,27.50583333
0,2009,16,0,185000,36.28416667,26.58416667
1,2009,21,1,251000,28.33083333,27.18125
6,2008,15,1,3000,101.3833333,24.3025
11,1998,21,1,124000,27.81583333,26.79958333
9,2004,4,1,100,40.8975,26.84208333
2,2002,6,2,700,22.02416667,27.93333333
14,2004,11,0,200,46.67416667,26.60041667
16,2004,2,1,5000,36.56,26.97916667
7,2008,8,1,1000,90.14333333,24.945
11,2001,2,1,1000,35.83916667,26.82083333
0,2009,17,0,1600,36.28416667,26.58416667
5,2008,9,0,13000,93.58416667,23.8325
13,2000,18,2,12000,41.01583333,26.54375
5,2005,18,2,21000,55.97833333,24.12208333
3,1999,2,1,1000,33.88083333,27.225
5,2007,4,1,100,71.8,24.26666667
12,1999,4,1,600,16.4825,28.14166667
11,2008,4,1,100,65.0225,25.5625
9,2002,3,0,1000,31.09166667,27.45916667
14,1999,16,0,250000,27.9,27.38375
16,2007,2,1,3000,38.79416667,26.70541667
3,2002,0,0,200,40.61083333,27.21166667
2,2009,6,2,200,29.8275,27.00041667
5,2007,10,1,200,71.8,24.26666667
2,2004,15,1,1000,31.17583333,27.50583333
3,1999,9,0,1000,33.88083333,27.225
12,2001,3,0,126000,30.40833333,27.29583333
7,2001,9,0,16000,45.6625,26.32708333
9,2000,0,0,2200,37.05166667,26.77541667
15,2010,9,0,23000,108.4291667,22.04708333
8,2002,16,0,102000,31.44583333,27.45333333
2,2003,16,0,84000,37.48166667,26.46666667
10,2002,1,0,2000,19.445,28.05
13,2002,18,2,12000,37.0775,27.14
10,2012,11,0,300,33.7625,26.06375
5,1998,16,0,187000,24.57916667,25.52208333
0,1999,16,0,319000,26.2825,27.5775
3,2003,9,0,1000,63.49083333,25.7175
9,2006,14,1,500,47.61583333,26.48833333
5,1999,10,1,500,30.54916667,25.92708333
12,2004,0,0,100,27.58,27.69083333
8,2012,16,0,117000,39.58916667,25.7525
15,2000,21,1,86000,69.12916667,21.98083333
12,2009,4,1,200,28.33083333,27.18125
6,1998,20,0,400,30.60083333,25.81583333
8,1998,17,0,600,25.0475,26.83791667
7,2000,11,0,100,41.01583333,26.54375
7,2004,0,0,1200,45.565,26.64166667
15,2002,17,0,400,58.14833333,22.6375
10,2004,1,0,2000,28.6625,27.53291667
2,2008,16,0,95000,56.525,25.96291667
10,1998,3,0,83000,37.6275,26.63166667
10,2002,18,2,1000,19.445,28.05
8,2003,18,2,6000,45.74166667,26.11833333
16,2003,15,1,2000,47.79916667,26.00041667
9,2005,5,0,100,46.84,25.80916667
16,2012,0,0,400,36.13833333,25.83791667
9,2008,9,0,2000,76.2825,25.22208333
15,1998,21,1,86000,70.88333333,21.79666667
0,2008,0,0,200,78.35166667,25.32708333
9,2003,21,1,257000,49.05833333,25.96708333
5,2008,16,0,201000,93.58416667,23.8325
2,2001,18,2,4000,32.3675,27.11625
1,1998,2,1,5000,27.87583333,27.08041667
9,2003,9,0,3000,49.05833333,25.96708333
14,2009,14,1,600,44.6925,26.52083333
7,2009,16,0,161000,42.17916667,26.33958333
15,2004,20,0,300,74.66666667,22.15833333
5,2001,8,1,100,53.46,24.95208333
16,2000,13,1,600,31.74666667,26.96208333
6,2008,14,1,200,101.3833333,24.3025
14,2000,3,0,1000,45.66416667,26.55958333
12,2004,21,1,200000,27.58,27.69083333
10,1998,11,2,700,37.6275,26.63166667
8,2007,9,0,3000,45.78,26.28833333
10,2004,2,1,2000,28.6625,27.53291667
6,1998,15,1,3000,30.60083333,25.81583333
12,2010,15,1,1000,42.1275,27.01166667
4,2004,15,1,15000,31.17583333,27.50583333
12,2009,21,1,205000,28.33083333,27.18125
12,2003,18,2,4000,37.2525,26.53791667
4,1999,18,2,8000,19.7675,27.97625
6,2001,16,0,60000,52.39333333,25.55375
12,2001,15,1,300,30.40833333,27.29583333
6,2009,4,1,400,45.20583333,25.605
9,2012,0,0,900,38.71666667,25.77541667
9,2006,9,0,2000,47.61583333,26.48833333
5,2000,13,1,500,43.4175,25.2575
14,2006,4,1,100,39.2,26.755
14,2002,21,1,265000,34.91833333,27.35083333
5,2001,17,0,2600,53.46,24.95208333
3,2000,9,0,1000,53.16583333,26.38208333
2,1999,4,1,200,19.7675,27.97625
15,2004,0,0,300,74.66666667,22.15833333
5,2000,4,1,300,43.4175,25.2575
9,2000,13,1,100,37.05166667,26.77541667
15,2003,18,2,7000,84.2275,21.50958333
4,2001,18,2,9000,32.3675,27.11625
16,2005,6,2,100,42.3725,25.96541667
0,2002,18,2,11000,33.74583333,27.36916667
7,2008,15,1,1000,90.14333333,24.945
11,2007,11,0,800,38.51916667,26.66958333
8,2004,0,0,100,39.37333333,27.00041667
6,2000,17,0,800,45.085,25.79708333
5,2003,21,1,219000,74.43583333,24.22375
12,2004,3,0,105000,27.58,27.69083333
12,2009,2,1,1000,28.33083333,27.18125
4,2003,15,1,12000,37.48166667,26.46666667
1,2012,11,0,400,32.535,26.11958333
14,2012,21,1,234000,40.70416667,25.77708333
9,2003,3,0,1000,49.05833333,25.96708333
15,2007,9,0,22000,74.92583333,21.78458333
3,2000,4,1,100,53.16583333,26.38208333
0,1999,15,1,5000,26.2825,27.5775
9,1999,9,0,4000,26.82583333,27.4475
15,1998,17,0,400,70.88333333,21.79666667
5,2000,9,0,13000,43.4175,25.2575
2,2002,11,0,800,22.02416667,27.93333333
15,2005,18,2,4000,74.0425,21.33458333
8,2012,18,2,3000,39.58916667,25.7525
6,2010,20,0,400,74.025,25.52458333
12,2005,21,1,200000,34.2425,26.375
6,2009,20,0,400,45.20583333,25.605
9,2010,2,1,1000,55.99666667,26.42875
10,1999,3,0,72000,15.8825,28.07166667
4,2003,2,1,4000,37.48166667,26.46666667
6,2010,21,1,154000,74.025,25.52458333
10,2004,17,0,400,28.6625,27.53291667
16,2012,21,1,285000,36.13833333,25.83791667
1,2007,5,0,200,34.32166667,27.13208333
11,2000,16,0,159000,28.25416667,27.125
16,2001,12,0,200,38.78416667,26.64208333
9,2002,2,1,3000,31.09166667,27.45916667
12,2001,21,1,193000,30.40833333,27.29583333
11,2000,18,2,1000,28.25416667,27.125
14,1998,20,0,200,48.2775,25.91208333
13,2010,21,1,74000,62.85666667,26.25416667
10,2000,3,0,79000,20.04,27.54625
4,2009,16,0,262000,29.8275,27.00041667
0,2007,9,0,2000,55.90916667,25.94083333
6,2009,10,1,300,45.20583333,25.605
14,1998,0,0,600,48.2775,25.91208333
